Unique_Namecodes,DeviceName
Lenovo Smart Dock 3B21C4,Other
G288659,Other
TIM_BOX 1208,Other
MacBook di Maria Capovilla ,Laptop
Mini,Desktop PC
Chromecast,Other
PC,Desktop PC
B210_73159372,Other
SBC-ST101200378143,Other
D3500_6192028,Other
Triones-E5D747A49B,Other
5AAA=mTT~5Pjf3_~xK05di>8AqfF{,Other
Gear S3 (8D63) LE,Wearable (Fitness Tracker)
Redmi N8 Pro,Smartphone
Seos,Other
Pontic Phone ,Other
OnePlus 5,Smartphone
zamar,Other
NB-RETAILBP01,Other
emme23,Other
21754377,Other
22109954,Other
Redmi note 7,Smartphone
80583266,Other
VS9-EU-MMA0200A,Other
jbl go,Bluetooth Speaker
LG HTS(478C),Bluetooth Speaker
estimote,Other
Portone,Other
PZ Apple TV Left,TV
LE-Bose SoundLink 2,Bluetooth Speaker
David,Other
VE767600-78D2EDA5,Other
Braceli5-8206,Other
SumUp 952,Payment Device
AlfaPad17150130FEFF,Other
81699734,Other
Galaxy Watch (6547) LE,Wearable (Fitness Tracker)
Ble T720A0,Other
R6 Conte,Other
Jarvis,Other
Mi 10 Ultraè³å°ç,Smartphone
PA-02086,Other
BDP-S6700,Other
HONOR 9X,Smartphone
9067640D4A4633ADE9,Other
Galaxy J5 (2016),Smartphone
LG CM2460(EA),Bluetooth Speaker
A1A-EU-NAA4656A,Other
mb_BK9Q4trz,Other
Box Vale,Other
G366564,Other
FS-C05747-A,Other
MIScooter1328,Scooter
DESKTOP-8JQ7MDH,Other
BW-HP0,Other
JUUL C1-a108,Other
BT40-00000763,Other
Gear S3 (B699) LE,Wearable (Fitness Tracker)
BlueUp-04-017199,Other
BUDDYHR,Wearable (Fitness Tracker)
W-6525,Other
Lucky 61 Flip,Other
IWL250 82633997,Other
Polar M430 65533028,Wearable (Fitness Tracker)
21111563,Other
B210_73142974,Other
Polar Vantage V 5211522C,Wearable (Fitness Tracker)
MS1020,Other
Echo Show 5-2GJ,Bluetooth Speaker
DP_2_1_TOGKY052823,Other
DP_2_0_TOVHX170879,Other
Renzo Cavalli (Galaxy ,Other
Redmi dp,Smartphone
VW BT 7736,Car
HUAWEI P10 lite Eric,Smartphone
HUAWEI vince,Smartphone
MB-70262EC,Other
BV9900,Smartphone
laura marri (GT-I9060),Smartphone
DP_2_1_TOHKX001902,Other
LE_WH-H900N (h.ear),Other
Audi MMI 6596,Car
VW BT 0732,Car
TIM_BOX 6889,Other
E434933F05AB,Other
B4E553396EA230AEE9,Other
S3cfd23c4aee7b4e6C,Other
LE-Ã¥Â°ÂÃ¦ÂÂÃ§Â¬ÂÃ§ÂÂÃ¤Â,Other
iPhone x di Gaetano,Smartphone
DP_2_0_TOVHX160579,Other
DP_2_0_TOVHX060741,Other
VW BT 3542,Car
OPPO Nuz,Smartphone
DP_2_1_TOGJY018183,Other
Lele cady,Other
TABLET-CHIARA,Tablet
VW BT 5197,Car
Gamela 67,Other
Sandra Giavarina (GT-I,Smartphone
Telecomando TIM v2,Other
QCY-T3,Other
Galaxy Buds,Bluetooth Headphones
DP_2_1_TOGJX002405,Other
SPD-BLE0713255,Other
Redmi-zioFlo,Smartphone
MVH-X360BT  ,Other
SSANGYONG,Car
XXRBJ183702488,Other
DP_2_1_TOGJY018239,Other
VW BT 0203,Car
ihoment_H6113_CA6A,Other
VW BT 7541,Car
DP_2_0_TOVHT205493,Other
iPhone di Francesco,Smartphone
DP_2_1_TOGKY094716,Other
VivoWatch110,Wearable (Fitness Tracker)
Viecar,Other
DP_2_1_TOGKX103788,Other
HUAWEI WATCH GT-4E2,Wearable (Fitness Tracker)
HONOR Band 5-92A,Wearable (Fitness Tracker)
HONOR Band 5-824,Wearable (Fitness Tracker)
ALCATEl,Smartphone
Echo-N3V,Bluetooth Speaker
S26521361536b4fc3C,Other
Redmi AZ,Smartphone
Expert_E9A3DEF8A5B5,Other
VW BT 2128,Car
REM-D20104444,Other
TIM_BOX 0059,Other
E3E-EU-NHA0727A,Other
BRC1H F12630,Other
Eccher Gemma,Other
82000012,Other
HUAWEI Y6p mamma,Smartphone
B4E55330E48030AEE9,Other
846B21E116F133A3E9,Other
846B216E66A833AFE9,Other
B210_73143232,Other
Sf1c7f90dd6c7a23cC,Other
HUAWEI BTV,Other
Polar H7 6104F51C,Wearable (Fitness Tracker)
20091720-0080,Other
D3 Plus,Other
E751,Other
PaMu Slide,Other
82672868,Other
B210_73129051,Other
Instinct,Wearable (Fitness Tracker)
MartinRouterKing,Other
RZ_Media,Other
MIScooter5222,Scooter
RZ_TreadMill,Other
Mi True Wireless EBs Basic 2,Bluetooth Headphones
82615169,Other
B210_73090451,Other
VHMLite-ble,Other
HUAWEI Mate Lucia,Smartphone
VW BT 6476,Car
DP_2_0_TOVHT198850,Other
BARW2707101,Other
VW BT 6739,Car
Skoda BT 5137,Car
LE-LE-HocusPocus,Other
DP_2_1_TOGKX183946,Other
Skoda BT 9171,Car
LAPTOP,Laptop
ce13d33b4fc446b2,Other
Steel HR 67,Wearable (Fitness Tracker)
BUDDYHRPRO,Wearable (Fitness Tracker)
jonny,Other
1234,Other
Galaxy Watch (D18E) LE,Wearable (Fitness Tracker)
Redmi5,Smartphone
81285768,Other
HONOR Band 5-191,Wearable (Fitness Tracker)
i7mini,Other
VW BT 1206,Car
BT MP3,Other
Gear S3 (B52D) LE,Wearable (Fitness Tracker)
Bose Mini II SoundLink,Bluetooth Speaker
fenix 3,Wearable (Fitness Tracker)
Mauroâs Mouse,Other
iPhone di Ivan,Smartphone
X220TN2,Other
moto g(8) power,Smartphone
Polar H10 5313F520,Wearable (Fitness Tracker)
DP_2_0_TOVJX599561,Other
VW BT 0164 - Vigi,Car
Echo-9FB,Bluetooth Speaker
Fabio,Other
HUAWEI Band 2-c06,Wearable (Fitness Tracker)
XXXXJ143600996,Other
VORDON_APP,Other
Polar M430 0EC10B24,Wearable (Fitness Tracker)
DP_2_1_TOGKY298463,Other
DP_2_0_TOVJX578649,Other
OPPO Reno2 luigi,Smartphone
iPark             ,Other
BV9600,Smartphone
SRAM 1329956764,Other
LE-reserved_e,Other
Umberto Piva,Other
Audi_MMI_8106,Car
MEIZU MX5,Smartphone
mamma,Other
Bluetoothankamon,Other
S5-2D8A,Other
S5-1845,Other
AL,Other
Rosy,Other
DESKTOP-56B5SDD,Other
ihoment_H6113_A002,Other
jawla P30 lite,Smartphone
SCUDOTRE,Other
Redmioooop di casa,Smartphone
Audi MMI 8225,Car
Meizu m2 note,Smartphone
DP_2_0_TOVHX271436,Other
CAR KT-APP,Other
C29,Other
Jabra Evolve 75e,Other
HUAWEI P8 LELE,Smartphone
TKAGT004832,Other
DP_2_1_TOGKY261079,Other
Honor Riccardo,Smartphone
82299186,Other
SEAT BT 0861,Car
JOGGER04FD,Other
Karlos,Other
pop-os,Other
TV UE40JU6410,TV
LE-reserved_T,Other
LE-Silviaâs bose,Other
SL5 prof.,Other
iPhone di Marco,Smartphone
CX 150BT,Other
ZAReader,Other
1841S022024207,Other
Valentina drappo,Other
BlackBerry 9860,Smartphone
SBC-ST102201002818,Other
Alessandro,Other
Jabra Elite Active 65t,Bluetooth Headphones
Samuele ,Other
SumUp 273,Payment Device
Audi MMI 6504,Car
Honor 9 Lite filippo,Smartphone
Artur,Other
SEAT BT 8256,Car
Babi cellulare,Smartphone
cellulare Mari,Smartphone
Ambit3 1907101614,Wearable (Fitness Tracker)
DP_2_1_TOGKX396726,Other
SPD-BLE0220575,Other
CAD-BLE0229088,Other
Audi MMI 1629,Car
S9c33676d814068b5C,Other
huaste,Other
Flex 2,Other
ILCE-7C,Other
gabri,Other
Stev,Other
SW018_LE,Other
Echo-HMP,Bluetooth Speaker
SHD17,Other
LE-Puma,Other
DP_2_1_TOGKX267135,Other
HUAWEI P30 lite marco,Smartphone
Sc976e503efd9f737C,Other
Gear S3 (807D) LE,Wearable (Fitness Tracker)
Skoda BT 5280,Car
Audi MMI 9498,Car
Galaxy Watch Active (E762) LE,Wearable (Fitness Tracker)
realme 7,Smartphone
VW BT 3720,Car
Amazfit GTR 2,Wearable (Fitness Tracker)
CAD-BLE0040155,Other
VW BT 0429,Car
HUAWEI P smart 2019 E C,Smartphone
BT_Navigation  275,Other
LG Monitor(ED),Desktop PC
Sandro ,Other
Galaxy Watch Active2(127C) LE,Wearable (Fitness Tracker)
ANTONIETTA,Other
VW BT 5232,Car
VW BT 8210,Car
VW BT 5990,Car
OPPO DB,Other
Note_7P,Other
DP_2_1_TOGKY284573,Other
Seat BT 5253,Car
vÃ­voactive,Wearable (Fitness Tracker)
iPhone di Giovanni,Smartphone
HUAWEI P smart Z 2,Smartphone
VW BT 9454,Car
B3BA2002000343,Other
1841S022024219,Other
HUAWEI Band 4-62D,Wearable (Fitness Tracker)
Audi MMI 5667,Car
VW BT 8966,Car
AUDI MMI 1117,Car
VivoWatch256,Wearable (Fitness Tracker)
DP_2_0_TOVHT191129,Other
B3BA1951006653,Other
Bracel02-9265,Other
AUDI MMI 84082222222,Car
1927S022043988,Other
B3BA2002000115,Other
Kelly s Galaxy Tab A,Tablet
LE-Matrix,Other
mya-L11,Smartphone
Armor X5 Pro,Smartphone
B210_73100923,Other
COVER,Other
B210_73164499,Other
SumUp 643,Payment Device
UTENTE-PC,Other
TP-Hub,Other
B4E55330E6AC30AEE9,Other
OPPO Reno4 Pro 5G,Smartphone
TV Samsung Q90 Series (75),TV
PlayControlDemo,Other
TV Samsung Q90 Series (65),TV
TV Samsung Q80 Series (50),TV
TV Samsung Q700 Series (55),TV
SONY KD-65XH8077,TV
GoogleHome2248,Bluetooth Speaker
TV Samsung The Sero (43),TV
TV Samsung Q80 Series (75),TV
SONY KD-65XH9096,TV
TV Samsung Q950 Series (75),TV
846B215C434433AEE9,Other
QuietComfort 35 II,Other
Echo Dot-AEW,Bluetooth Speaker
TV Samsung Q900 Series (65),TV
98E782AEB6683BADE9,Other
Echo-0VG,Bluetooth Speaker
Mi 10 Lite 5G,Smartphone
LG webOS TV NANO906NAff,TV
TV Samsung Q800 Series (65),TV
SONY KD-55XH9505,TV
SPEN NA,Other
TPM191E,Other
SONY KD-49XH8077,TV
OS_CIR100_7574,Other
LG webOS TV NANO906NA,TV
HUAWEI WATCH GT 2 Pro-4B6,Wearable (Fitness Tracker)
AMIC0 Gentile S,Other
SONY KD-75XH9096,TV
Echo Dot-1AK,Bluetooth Speaker
HUAWEI WATCH GT 2-475,Wearable (Fitness Tracker)
LE-Bose S1 Pro,Bluetooth Speaker
LE-Bose SoundWear,Bluetooth Speaker
elena_,Other
Skoda BT 8246,Car
Zucchetti Axess Reader,Other
HUAWEIP20Pro,Smartphone
Braceli5-0308,Other
LAPTOP-NQ58NHE6,Laptop
AMICO Unico,Other
Raul bello,Other
XXRBJ151801575,Other
LG-G3,Smartphone
BT2870,Other
82251232,Other
CH09,Other
DP_2_0_TOVHX146716,Other
BV9000-F,Smartphone
JBL T450BT,Bluetooth Headphones
BT7932,Other
HUAWEI Y6II,Smartphone
Audi MMI 0425,Car
NX11,Other
Amico super,Other
Gear S3 (33B8) LE,Wearable (Fitness Tracker)
Mate 20 lite Carmela,Smartphone
DP_2_1_TOGKX369772,Other
Telefono Paolo,Smartphone
OPPO RENO 2 - ST,Smartphone
Ve Ro,Other
telefonino di hamzetto,Smartphone
ALCATEL ONETOUCH 2012G,Smartphone
SBC-ST101200373103,Other
HUAWEI Mate 9,Smartphone
HUAWEI Band 2-969,Wearable (Fitness Tracker)
TN8711,Other
S2b9920d9546be8b6C,Other
B3BA2002003524,Other
HUAWEI WATCH GT-4F3,Wearable (Fitness Tracker)
TS700 serie,Other
BT_dezlCam #3941574222,Other
SBC-ST101200316559,Other
Car BT,Car
DESDEMONA,Other
lavender,Other
IPXXJ140400018,Other
HUAWEI Y5 lite,Smartphone
gbt,Other
HUAWEI Mate 10 litri,Smartphone
huawei di federica ,Smartphone
XXRBJ160900350,Other
22192775,Other
HONOR Band 5-F7F,Wearable (Fitness Tracker)
Nokia 5228,Smartphone
Jus-NwMac63,Other
HUAWEI WATCH GT 2-97E,Wearable (Fitness Tracker)
DP_2_1_TOGKX339559,Other
BT6029,Other
20139983,Other
NEWTON1556207,Other
B3BA2002001726,Other
LAPTOP-9C45JM3T,Laptop
X88T,Other
PETIT,Other
OC900-WOK-704481,Other
LAPTOP-T0NNARML,Laptop
B3BA1951010401,Other
B3BA1911011830,Other
OPPO A83,Smartphone
ALPINE NAVI,Other
XXRBJ193901248,Other
XXRBJ152900094,Other
redmi,Smartphone
HUAWEI Band 2-bfb,Wearable (Fitness Tracker)
P6000_Plus,Smartphone
Blaze,Wearable (Fitness Tracker)
Larettað»,Other
272F483E5655C802,Other
MammaMia,Other
K20,Smartphone
inquiMate 10 Pro,Smartphone
Panasonic KX-,Other
Andrea ,Other
Redmi AirDots_L,Bluetooth Headphones
K41S,Smartphone
Mary2020,Other
Galaxy Watch Active2(756C) LE,Wearable (Fitness Tracker)
iMac di Aldo Pretto (2),Desktop PC
D3500_6189210,Other
B3BA1951011660,Other
QHM-D58F,Other
PAT31876,Other
Armani,Other
Ulefone Watch Gps,Wearable (Fitness Tracker)
OnePlus Nord,Smartphone
Nokia222,Smartphone
Mi,Smartphone
Giulia ,Other
LAPTOP-TT8JC3UO,Laptop
ivy-N14xWU,Other
DESKTOP-3OOVIQF,Other
DEH-X5700BT  ,Other
HONOR Band 5-1B8,Wearable (Fitness Tracker)
HONOR Band 5-0AA,Wearable (Fitness Tracker)
HONOR Band 5-DE2,Wearable (Fitness Tracker)
FORZA4,Other
BOSYL 1,Other
Giancarlo ,Other
BT Speaker-GL,Bluetooth Speaker
SURFACE-DI-DEME,Other
phonegiogi,Smartphone
Polar Vantage M 41EA9022,Wearable (Fitness Tracker)
Audi_MMI_9606,Car
TIM_BOX 2576,Other
TV UE40J6240,TV
e-Distri170200497088,Other
NEWTON1805312,Other
Expert_E07262F5C25A,Other
BV6800Pro,Smartphone
DEH-X5600BT  ,Other
santo,Other
S8e6cc38865ccda19C,Smartphone
S007d99cf28eb6684C,Smartphone
BT7628,Other
FW-65BZ35F,Other
81366649,Other
NGM FACILE Start,Smartphone
LEGALE-NB02,Other
Redmi Ovidio,Smartphone
Galaxy Fitâ (EC92),Wearable (Fitness Tracker)
Audi MMI 1606,Car
Galaxy A30s,Smartphone
AS8020CL60853247,Other
Athena,Other
Galaxy A20e di Andrea,Smartphone
IPXXJ172500675,Other
TheEater,Other
AVDB_0535,Other
AVDB_0536,Other
BRC1H E51578,Other
AVDB_0529,Other
MM-OD PRO,Other
Galaxy Watch Active (676C) LE,Wearable (Fitness Tracker)
B210_73125288,Other
B210_73131007,Other
HUAWEI Band 2-fd2,Wearable (Fitness Tracker)
Ari Tech Srl,Other
B210_73127121,Other
pawerrad,Other
ihoment_H6181_FA08,Other
SumUp 490,Payment Device
X8,Other
Alex iMac,Desktop PC
MacBook di Alex,Laptop
DESKTOP-HE9BB90,Other
DESKTOP-V07BOQM,Other
TAOTRONICS SoundLiberty 53,Bluetooth Headphones
Mirko lavoro,Other
DESKTOP-GC2NG5M,Other
Audi_MMI_1436,Car
B3BA2002001005,Other
B3BA2002002077,Other
B3BA2002002336,Other
LG webOS TV TN510S,TV
b,Other
QCY-T1C,Bluetooth Headphones
Airbud oneFF37,Bluetooth Headphones
iPhone (Elena),Smartphone
PDLP01819,Other
Nokia E5-00,Smartphone
FM1S,Other
HONOR Band 5-337,Wearable (Fitness Tracker)
DP_2_0_TOVJX185784,Other
BF20,Other
KSOUND EP-K01,Bluetooth Headphones
TIM_BOX 42 ,Other
alcatel 2051,Smartphone
DESKTOP-T2EHTOK,Other
Betta s Phone,Smartphone
TV TOPTARIFFE,TV
BT-053R_LE,Other
Lea,Other
BT-053_LE,Other
Skoda BT 2646,Car
VW BT 7545,Car
LINK MV1359I01484,Other
AERO60,Other
AMT22,Other
TV AM s TV,TV
TS5300 seri,Other
realme 5i,Smartphone
DP_2_1_TOGKY257634,Other
LTITB5JGJR2,Other
TV UE55J6200,TV
FMB920_4808459,Other
Dell Wireless 370 Bluetooth Mi,Other
PowerLocus P2,Other
LGE DTV BCM20702A1,Other
RLine,Other
ALCATEL 3026,Smartphone
LAPBZTRESAR,Laptop
BRAVIA 4K GB ATV3 7908,TV
HUAWEI P10 vignola,Smartphone
ITN97359,Other
X2_euro,Other
Huawei Stefano,Smartphone
TV Samsung 6 Series (55)11,TV
VM002,Other
LG,Other
Honor 9,Smartphone
Amazfit GTR,Wearable (Fitness Tracker)
HUAWEI P9 Monica,Smartphone
BUDDYHRMINI,Wearable (Fitness Tracker)
SumUp 884,Payment Device
ihoment_H6113_35A4,Other
XXRBJ155200332,Other
HUAWEI PERO10 ,Smartphone
S9f6ab43518fae93bC,Smartphone
DP_2_0_TOVJX547876,Other
Suunto NSP,Other
TrilloPadDF550120FEFF,Other
TL-6A_201907070471,Other
System_Name,Other
1801S023011681,Other
HONOR Band 5-3A6,Wearable (Fitness Tracker)
HUAWEI Band 2-ad7,Wearable (Fitness Tracker)
VW GOLF FEDE,Car
DP_2_0_TOVHX102064,Other
ELEMNT BOLT 695201,Other
DESKTOP-VBJPMB0,Other
iPhone di Tommy,Smartphone
SmartSolar HQ2005WXN6T,Other
Franca,Other
HUAWEI WATCH GT-709,Wearable (Fitness Tracker)
Polar Vantage M 7FBEE629,Wearable (Fitness Tracker)
AV Samsung Soundbar Q70R,Other
LG webOS TV OLED55B6V,TV
realme X50 Pro 5G,Smartphone
Accadueo,Other
HUAWEI Band 4-B89,Wearable (Fitness Tracker)
Jabra SPEAK 510,Other
QCY-T7,Bluetooth Headphones
Tom,Other
VW BT 1182,Car
HR-Bose SoundSport Pulse,Bluetooth Headphones
i100-TWS,Bluetooth Headphones
EBBD3FA760EE0402,Other
Sea34fe7d1bbdf10dC,Smartphone
PS__C53,Other
ASUS_Z017D,Smartphone
HUAWEI WATCH GT-85A,Wearable (Fitness Tracker)
HUAWEI Band 2-a6d,Wearable (Fitness Tracker)
B210_73129691,Other
CUBE,Other
Nokia C2-01dmdm,Smartphone
realme 6i,Smartphone
wanda,Other
WD02,Other
B3BA2002002557,Other
B3BA2002003516,Other
B3BA2002003728,Other
Gear S3 (D2C4) LE,Wearable (Fitness Tracker)
HUAWEI P8 lite desire,Smartphone
BH298,Other
HRM-Dual944886,Other
LE-reserved_U,Other
Galaxy Fit2 (DBFF),Wearable (Fitness Tracker)
LAPTOP-ITKB7T9J,Laptop
DP_2_0_TOVHX289952,Other
DP_2_1_TOGKX154601,Other
DP_2_0_TOVHT196469,Other
Marta,Other
JBL LIVE220BT-LE,Bluetooth Headphones
DP_2_0_TOVHX146724,Other
DP_2_0_TOVHX164233,Other
T25,Other
HONOR Band 5-8F3,Wearable (Fitness Tracker)
Amazfit Band 5,Wearable (Fitness Tracker)
lissa honor,Other
cell. Walter Caldonazzi,Smartphone
HONOR Band 5-C72,Wearable (Fitness Tracker)
Jade,Other
LE-Bose QuietControl 30 1,Bluetooth Headphones
vĂ­voactive3,Wearable (Fitness Tracker)
Galaxy Fitâ (6F1B),Wearable (Fitness Tracker)
DP_2_0_TOVJX473905,Other
Vb1-AgC+XQ,Other
nadia,Other
B3BA1951010867,Other
AMICO SPECIAL,Other
PaMu Quiet L,Other
VW3-EU-MBA4199A,Other
Stefano-Computer,Desktop PC
Skoda BT 0673,Car
Nokia 3720c,Smartphone
Audi MMI 5615,Car
HONOR Band 5-CB0,Wearable (Fitness Tracker)
Skoda BT 9769,Car
QPHONE_9_3,Other
B3BA1951004537,Other
B3BA2002004496,Other
VO1392    ,Other
P22D,Other
ihoment_H6110_1353,Other
EASY_01,Other
E5T-EU-MNA0094A,Other
C4H-EU-NHA6056A,Other
ALEzgttgybuzf -L21y,Other
Remi,Other
Lucky 69 Flip,Other
HUAWEI Mate 20 Pro,Smartphone
HONOR Band 5-148,Wearable (Fitness Tracker)
HUAWEI Mate 30 Pro,Smartphone
SEAT CBT,Car
vÃ­vosmart 3,Wearable (Fitness Tracker)
HUAWEI P9 lite B.,Smartphone
ste cell,Other
Reno2,Smartphone
sukha,Other
VW BT 1377,Car
VW BT 6781,Car
LAOMEDEA,Other
HONOR Band 5-985,Wearable (Fitness Tracker)
Honor 6X Huawei peppe,Smartphone
LG SH5(CA),Other
roby,Other
FMB920_4526592,Other
Edge 130,Other
Z2_PRO,Other
Bryton Speed,Other
DuoTrap S,Other
HRM-Dual073590,Other
ASSIOMA63236U,Other
ASSIOMA07237R,Other
CAD-BLE0555619,Other
HRM-Dual473551,Other
Edge Explore,Other
Rider15,Other
VolvoTrucks SEM,Other
SPECIALIZED,Other
SRAM 1208085007,Other
Quarq AGB37180,Other
HRM-Dual587647,Other
PPS2442,Other
PowerPro_7935,Other
(BLE)Edge 830,Other
SPD-BLE0037173,Other
CAD-BLE0128111,Other
CYCL1 HR 18796-225,Other
E43493400E91,Other
COOSPO H6 0033155,Other
HRM-Dual355924,Other
HRM-Dual020581,Other
Quarq AGB38801,Other
SRAM 1025024400,Other
RTL12767,Other
EWWU111,Other
TV Samsung 7 Series (75),TV
Uauei di Gio,Smartphone
DESKTOP-S63KGB3,Desktop PC
DESKTOP-VNOD6Q7,Desktop PC
PC-MARIACHIARA,Desktop PC
TS8300 seri,Other
Vision,Other
L920_1230089383,Other
Ifaobaghatokpere,Other
LE-RAPTOR,Other
iWoc88C8,Other
4467471CC160,Other
Audi MMI 6522,Car
Canto caffÃ¨    ,Other
Faster          ,Other
DESKTOP-PQEKT2J,Desktop PC
KD-65AG8,TV
bDW (PWM1chDim),Other
LAPTOP-RCS3PC8R,Laptop
CN-AS1539FM-BT,Other
VW BT 4369,Car
TG903,Other
Alex,Other
TrilloPad3CFB0020FEFF,Other
Galaxy A20e,Smartphone
Adji le boss,Other
Pippi Cell ,Other
Vb1-AgFyTg,Other
"Redmi;;"";;;4;;srst  e  sdi e s",Smartphone
G359657,Other
LG Q7,Smartphone
salazar,Other
Galaxy J4+,Smartphone
DESKTOP-NCL6E6T,Desktop PC
BRC1H 894178,Other
VERENA-HP,Desktop PC
KDC-BT5U      ,Other
ID107 HR,Wearable (Fitness Tracker)
Galaxy Fit (4CC3),Wearable (Fitness Tracker)
TIM_BOX 5440,Other
BRAVIA 4K GB ATV3 0603,Other
B210_73154655,Other
Chiara Zanon ,Other
honor Band 3-f07,Wearable (Fitness Tracker)
TOZO-T6,Other
TIM_BOX 1050,Other
Echo Show 5-0GG,Other
VS8-EU-KFA4073A,Other
LE_SRS-XB40,Other
AirPods di Massimo,Other
LAPTOP-DOF6FVHC,Laptop
VW BT 2927,Car
98E7821CF30C33A8E9,Other
B3BA1951010360,Other
DESKTOP-VUBUDTJ,Desktop PC
SumUp 095,Payment Device
Katia (Galaxy A3),Smartphone
Echo Show 5-U0V,Other
Audi MMI 0981,Car
iMac Eros,Desktop PC
iMac di Simmetrie ,Desktop PC
Skoda BT 2913,Car
Marghe,Other
B210_73153907,Other
Nns,Other
hotspotvfd,Other
WIKO riff2,Other
Bose Mini Sou,Other
KD-65XE9005,TV
TV Samsung 7 Series ,TV
D3400_9231761,Other
S5-DBFF,Smartphone
TV Samsung 9 Series (55),TV
57212CBB,Other
ð¾ï¸,Other
B210_73089028,Other
SmartSolar HQ17424H48A,Other
Galaxy Watch (0464) LE,Wearable (Fitness Tracker)
LCOG-92000460A01,Other
OPPO Reno Z di Alessandro,Smartphone
KD-43X8309C,TV
Francesco Gigliotti ,Other
skipper 6581,Other
LAPTOP-OE41LD49,Laptop
DESKTOP-D8LCH2B,Desktop PC
MyMi21B20080FEFF,Other
DESKTOP-LNNVC18,Desktop PC
TV Small room,TV
TV UE40J6200tvMK,TV
VS9-EU-KJA9066A,Other
LAPTOP-CA2FUQAK,Laptop
Redmi ,Smartphone
HUAWEI Band 4-A09,Wearable (Fitness Tracker)
Bed 8831,Other
Bed 4999,Other
TVVIO~VIT,TV
Galaxy Buds+ (7B9A) LE,Bluetooth Headphones
HONOR Band 5-B53,Wearable (Fitness Tracker)
HONOR Band 5-9F6,Wearable (Fitness Tracker)
HTR-4068 D168A6 Bluetooth,Other
KD-49XG8396,TV
LG GW300,Smartphone
LAPTOP-AH0JE82H,Laptop
Echo Dot-NQ9,Bluetooth Speaker
Nokia CK-7W,Other
UBZN16030W10,Other
Novellini-41001FF1,Other
TVSamsung 40,TV
Light set          ,Other
VW BT 1535,Car
hojboj,Other
KD-55X9005C,TV
CAD-BLE0739785,Other
HUAWEI Band 3 Pro-F9B,Wearable (Fitness Tracker)
VW BT 8709,Car
Beoplay M3.1,Bluetooth Speaker
TIM_BOX 2719,Other
BRC1H FB9224,Other
iMac di CHIARA BERLANDA ,Desktop PC
CC-RT-BLE,Other
TV wÂ sypialni,TV
LG CM2460(15),Bluetooth Speaker
HwZ_fb103c002f002b1b2c,Other
DP_2_0_TOVJX066309,Other
LG SJ3(7B),Bluetooth Speaker
Stanza da letto,Other
A1A-EU-NGA2703A,Other
OPEL CORSA,Car
ION PRO RT,Other
Supermamma,Other
Redmi-AL,Smartphone
Galaxy Fit (32FC),Wearable (Fitness Tracker)
MIScooter7423,Scooter
Sei povero,Other
W8,Other
AVH-290BT,Other
HUAWEI P30 Pro FOX,Smartphone
Bluetooth music,Other
VW BT 7784,Car
BP1751,Other
DP_2_0_TOVHX155079,Other
LG CM2460DAB(89),Bluetooth Speaker
DP_2_1_TOGKX192738,Other
Chromecast 999,Other
iPad,Tablet
NB-ANDREAB,Other
Gear S2 (47B7) LE,Wearable (Fitness Tracker)
VIC08,Other
S900ae0c01391ff4aC,Other
VW BT 2082,Car
TVBABILONIA_TV,TV
BV9900E,Smartphone
Echo-2BV,Bluetooth Speaker
LAPTOP-KD16KGKU,Laptop
B3BA1951004549,Other
KD-65XE8577,TV
VW3-EU-KBA0992A,Other
IPXXJ153000002,Other
Roidmi Music Blue C,Other
AlexAxel,Other
Raffy,Other
CASSA073,Other
XA221KK,Other
Tani P9,Other
DESKTOP-O50QKP7,Desktop PC
TVocals,TV
ROIDMI Vacuum F8,Other
846B21CC995C30A8E9,Other
N88_CEBF,Other
Mi TW Earphones 2 Basic,Bluetooth Headphones
Audi MMI 4854,Car
1eJ401sgmuirF3RRs_901SwKgr0BFB,Other
Mattia ,Other
DP_2_1_TOGKY151727,Other
C57,Other
CR-26593,Other
S4166e6177e9d11ebC,Other
LG SJ4Y(27),Bluetooth Speaker
DP_2_1_TOGLX028777,Other
TIM_BOX 6056,Other
TIM_BOX 2138,Other
AKMF019S,Other
XXXXJ142300227,Other
Interphone URBAN BLE,Other
HUAWEI P30 Sergito,Smartphone
Gear S2 (A318) LE,Wearable (Fitness Tracker)
HUAWEI P9 Plus,Smartphone
LG webOS TV UN73006LC,TV
OBDeleven,Other
BC52,Other
Android Sprint,Smartphone
TV UE40JU6652,TV
TIM_BOX 6631,Other
FOTOCARLO,Other
Q011I04M0700837,Other
RECEPTION,Other
B210_73138485,Other
TV UE40JU7000,TV
DESKTOP-08EQRHG,Desktop PC
TV MUTTITV,TV
Marley D Wiz,Other
DP_2_0_TOVJX000011,Other
TV matilde,TV
Galaxy Watch Active2(B9F4) LE,Wearable (Fitness Tracker)
