Authority,Status,SubmittedDate,DC_Approved_Date,Final_Approved_Date,Final_Plot_Area,GrossPlotArea,NetPlotArea,Case_Type,Description,Circle,Zone,OrganizationName,District,DesignationName,Lattitude,Longitude,Usage,SubUsage,MaxBuildingHeight,Height,BuiltUpArea,MotagageArea,Units,Postcode
DTCP,Final Approved,5/1/2023,-2023.0,6/5/2023,23274.78,23274.78,23274.78,New,Layout with Open Plot,,,GWMC,Warangal(Urban),Commissioner,18.0034351,79.50225899,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506003
DTCP,Shortfall,5/1/2022,-1900.0,-,212.75,334.44,212.75,New,Building Permission,,,Turkayamjal,Rangareddy,Architect,17.3078729,78.60794331,RESIDENTIAL,Bungalow,5.99,8.99,291.66,22.61,2.0,501511
HMDA,Final Approved,5/1/2023,-2023.0,2/3/2023,301.0,301.0,301.0,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Commissioner,17.39961925,78.60986521,Residential,Residential Bldg/Apartment,14.9,17.85,999.66,83.1,10.0,500098
DTCP,Final Approved,5/1/2023,-2023.0,27/2/2023,83.54,83.54,83.54,New,Building Permission,,,Nagarkurnool,Nagarkurnool,Commissioner,16.49615825,78.29530433,COMMERCIAL,Shop,6.6,6.6,68.08,8.58,0.0,509215
DTCP,Final Approved,5/1/2023,-2023.0,9/6/2023,119.49,128.97,119.49,New,Building Permission,,,Mahabubabad,Mahabubabad,Commissioner,17.59797782,79.99219392,COMMERCIAL,Shop,6.0,9.5,182.0,13.38,0.0,506100
HMDA,Reject,5/1/2023,-1900.0,-,417.93,417.93,417.93,New,Building Permission,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Planning Ofcr,17.37544823,78.35598641,Residential,Residential Bldg/Apartment,14.99,17.99,1401.79,116.15,5.0,500008
HMDA,Reject,5/1/2023,-1900.0,-,417.93,417.93,417.93,New,Building Permission,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Planning Ofcr,17.37546813,78.35581543,Residential,Residential Bldg/Apartment,14.99,17.99,1401.79,116.15,5.0,500008
DTCP,Final Approved,2/6/2021,-2021.0,5/10/2021,331.93,331.93,331.93,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.25819455,78.58878366,RESIDENTIAL,All types of residential buildings,12.0,15.2,938.02,0.0,8.0,501511
HMDA,Final Approved,5/1/2023,-2023.0,21/3/2023,446.42,446.42,446.42,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.520458,78.344438,Residential,Residential Bldg/Apartment,14.5,17.25,1492.56,129.19,15.0,500049
HMDA,Reject,6/1/2022,-1900.0,-,748.3,748.3,748.3,New,Occupancy Certificate,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Planning Ofcr,17.269587,78.591997,Residential,,14.55,0.0,0.0,0.0,0.0,501511
DTCP,Final Approved,6/1/2022,-2022.0,19/2/2022,453.51,453.51,453.51,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.3858104,78.36149785,RESIDENTIAL,Residential Bldg/Apartment,11.99,14.94,1221.71,150.04,12.0,500089
DTCP,Final Approved,6/1/2022,-2022.0,23/2/2022,867.68,903.53,867.68,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,18.01513419,79.53529024,RESIDENTIAL,Residential Bldg/Apartment,14.9,17.65,2279.58,187.8,15.0,506009
HMDA,Reject,5/1/2023,-1900.0,-,325.25,334.4,325.25,Revision,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.47938,78.59807904,Residential,Residential Bldg/Apartment,11.95,14.95,887.92,78.35,4.0,500083
DTCP,Final Approved,5/1/2023,-2023.0,19/1/2023,836.0,836.0,836.0,New,Building Permission,,,Dundigal,Medchal-Malkajgiri,Commissioner,17.54557056,78.39508654,RESIDENTIAL,Residential Bldg/Apartment,14.98,17.93,2229.36,185.01,20.0,500090
HMDA,Final Approved,6/1/2022,-2022.0,15/3/2022,677.67,677.67,677.67,New,Occupancy Certificate,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Planning Ofcr,17.388392,78.369417,Residential,,14.99,0.0,0.0,0.0,0.0,500089
HMDA,Final Approved,6/1/2022,-2022.0,26/2/2022,260.01,260.01,260.01,New,Building Permission,,Zone-3 Shamshabad,Meerpet Municipal Corporation,Ranga Reddy,Commissioner,17.31501,78.537774,Residential,Residential Bldg/Apartment,11.9,14.8,822.76,68.1,8.0,500097
HMDA,DC Approved,5/1/2023,-2023.0,-,331.01,331.01,331.01,Addition/Alteration,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Architect,17.54272036,78.35831952,Residential,Residential Bldg/Apartment,15.0,17.95,1138.59,28.2,10.0,502325
HMDA,Final Approved,6/1/2022,-2022.0,12/7/2022,481.17,483.1,481.17,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.51488313,78.3397454,Residential,Residential Bldg/Apartment,14.99,17.99,1668.72,208.19,15.0,500050
HMDA,DC Approved,5/1/2023,-2023.0,-,394.65,394.65,394.65,Addition/Alteration,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Architect,17.54279719,78.35819341,Residential,Residential Bldg/Apartment,15.0,17.95,1420.18,35.27,10.0,502325
DTCP,Reject,6/1/2022,-1900.0,-,680.68,680.68,680.68,New,Occupancy Certificate,,,Bandlaguda Jagir Municipal Corporation,Rangareddy,Commissioner,17.36833084,78.3856159,RESIDENTIAL,,14.5,0.0,0.0,0.0,0.0,500031
DTCP,Shortfall,2/6/2021,-1900.0,-,112.33,112.33,112.33,New,Building Permission,,,Adilabad,Adilabad,Architect,19.67520964,78.53489784,COMMERCIAL,Retail Shop,9.75,9.75,211.91,0.0,0.0,504001
HMDA,Final Approved,6/1/2022,-2022.0,28/1/2022,501.43,501.43,501.43,New,Occupancy Certificate,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Planning Ofcr,17.553469,78.492763,Residential,,14.95,0.0,0.0,0.0,0.0,500100
DTCP,Final Approved,6/1/2022,-2022.0,22/3/2022,547.41,595.77,547.41,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.69175949,78.1205923,COMMERCIAL,Shop and Office,6.9,6.9,233.86,26.67,0.0,503003
DTCP,Final Approved,2/6/2021,-2021.0,26/11/2021,389.58,389.58,389.58,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.296254,78.588125,RESIDENTIAL,All types of residential buildings,14.99,17.99,1423.58,121.65,10.0,501511
HMDA,Final Approved,5/1/2023,-2023.0,9/2/2023,669.63,669.63,669.63,New,Occupancy Certificate,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Planning Ofcr,17.355898,78.385876,Residential,,14.99,0.0,1596.3,0.0,0.0,500086
DTCP,Reject,5/1/2023,-1900.0,-,5784.71,5784.71,5784.71,New,Layout with Open Plot,,,Wanapartrhy,Wanaparthy,Commissioner,16.36325014,78.03889339,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509103
DTCP,Final Approved,6/1/2022,-2022.0,25/2/2022,12737.09,12737.09,12737.09,New,Layout with Open Plot,,,Suryapet,Suryapet,Commissioner,17.14981962,79.65686526,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508213
HMDA,Final Approved,5/1/2023,-2023.0,30/1/2023,334.43,334.43,334.43,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.52927774,78.32403155,Residential,Residential Bldg/Apartment,14.99,17.49,1151.9,99.96,10.0,502325
DTCP,Reject,5/1/2023,-1900.0,-,12085.27,12085.27,12085.27,New,Layout with Open Plot,,,Ramayanpet,Medak,Commissioner,18.10996584,78.44674384,,,0.0,0.0,0.0,0.0,0.0,502101
DTCP,Final Approved,6/1/2022,-2022.0,31/1/2022,718.12,716.91,718.12,New,Occupancy Certificate,,,Miryalguda,Nalgonda,Commissioner,16.86731399,79.55210459,RESIDENTIAL,,15.0,0.0,0.0,0.0,0.0,508200
DTCP,DC Approved,6/1/2022,-2022.0,-,1735.87,1735.87,1735.87,New,Building Permission,,,Mancherial,Mancherial,Architect,18.86270603,79.46092881,COMMERCIAL,Office,14.6,14.6,4719.91,391.12,0.0,504200
DTCP,Shortfall,5/1/2023,-1900.0,-,17097.99,17097.99,17097.99,New,Layout with Open Plot,,,Kamareddy,Kamareddy,Architect,18.33071057,78.36424632,,,0.0,0.0,0.0,0.0,0.0,503111
DTCP,Final Approved,5/1/2023,-2023.0,20/1/2023,371.18,551.71,371.18,New,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.27625579,78.58861444,RESIDENTIAL,Residential Bldg/Apartment,9.0,12.45,634.54,51.09,3.0,501511
DTCP,Final Approved,5/1/2023,-2023.0,31/1/2023,57723.49,57900.81,57723.49,New,Layout with Open Plot,,,Badepally(Jadcherla),Mahaboobnagar,Commissioner,16.75859811,78.15351329,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509301
DTCP,Reject,6/1/2023,-1900.0,-,353.8,353.8,353.8,New,Occupancy Certificate,,,GWMC,Warangal(Urban),Commissioner,18.00215513,79.53511979,RESIDENTIAL,,11.8,0.0,803.72,0.0,0.0,506004
DTCP,Final Approved,6/1/2023,-2023.0,29/1/2023,331.84,334.44,331.84,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.41217169,78.38471189,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.75,1148.4,95.99,2.0,500089
HMDA,Final Approved,6/1/2022,-2022.0,5/3/2022,515.28,515.28,515.28,New,Occupancy Certificate,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.48787279,78.61078994,Residential,,17.95,0.0,0.0,0.0,0.0,500083
HMDA,Final Approved,6/1/2022,-2022.0,16/3/2022,371.43,371.43,371.43,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Commissioner,17.550767,78.387434,Residential,Residential Bldg/Apartment,14.98,17.98,1263.52,156.76,10.0,500090
HMDA,Final Approved,6/1/2023,-2023.0,29/5/2023,334.37,334.37,334.37,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.31121703,78.67260593,Residential,Residential Bldg/Apartment,14.0,17.16,1087.58,95.62,10.0,501512
DTCP,Final Approved,6/1/2023,-2023.0,20/4/2023,419.32,419.32,419.32,New,Building Permission,,,Medak,Medak,Commissioner,18.025422,78.27399,COMMERCIAL,Shop,6.06,6.06,281.07,23.0,0.0,502117
DTCP,Final Approved,6/1/2023,-2023.0,20/4/2023,358.72,358.72,358.72,New,Building Permission,,,Medak,Medak,Commissioner,18.025548,78.274323,COMMERCIAL,Shop,6.06,6.06,250.27,21.0,0.0,502117
HMDA,Final Approved,6/1/2022,-2022.0,3/6/2022,332.52,334.45,332.52,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.51493601,78.33952505,Residential,Residential Bldg/Apartment,14.99,17.99,1142.95,143.11,10.0,500050
HMDA,Final Approved,6/1/2023,-2023.0,20/5/2023,5986.56,5986.56,5986.56,New,Building Permission,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Commissioner,17.63671492,78.49808206,Institutional,School Building,15.01,15.01,7261.13,618.72,0.0,501401
HMDA,Shortfall,6/1/2022,-1900.0,-,915.81,964.04,915.81,New,Occupancy Certificate,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Architect,17.40723873,78.59712397,Commercial,,14.99,0.0,0.0,0.0,0.0,500098
HMDA,Final Approved,6/1/2022,-2022.0,28/6/2022,348.7,367.89,348.7,New,Building Permission,,Zone-3 Shamshabad,Badangpet Municipal Corporation,Ranga Reddy,Commissioner,17.30731978,78.53714687,Residential,Residential Bldg/Apartment,15.0,17.75,1244.57,160.73,10.0,500097
HMDA,Shortfall,6/1/2023,-1900.0,-,744.09,744.09,744.09,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.515396,78.325046,Residential,Residential Bldg/Apartment,14.95,17.9,2368.76,305.71,20.0,500050
HMDA,Final Approved,6/1/2022,-2022.0,21/4/2022,434.83,434.83,434.83,New,Building Permission,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Commissioner,17.445409,78.621001,Residential,Residential Bldg/Apartment,14.99,17.99,1340.7,123.34,10.0,500098
DTCP,Reject,6/1/2023,-1900.0,-,805.99,805.99,805.99,New,Occupancy Certificate,,,Shadnagar,Rangareddy,Commissioner,17.04795267,78.20103558,RESIDENTIAL,,14.5,0.0,1790.86,0.0,0.0,509216
HMDA,Reject,6/1/2023,-1900.0,-,348.39,348.39,348.39,New,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.482372,78.62412985,Residential,Residential Bldg/Apartment,12.0,15.6,979.05,80.72,8.0,500083
DTCP,Reject,6/1/2022,-1900.0,-,222.97,222.97,222.97,New,Building Permission,,,Dundigal,Medchal-Malkajgiri,Commissioner,17.55464181,78.36886994,RESIDENTIAL,Other reseidential Building,8.97,11.77,518.89,42.69,6.0,500090
DTCP,Final Approved,6/1/2023,-1900.0,17/1/2023,418.0,418.0,418.0,New,Occupancy Certificate,,,Nagaram,Medchal-Malkajgiri,Commissioner,17.4688149,78.63699606,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,12.0,0.0,895.6,96.94,4.0,501301
HMDA,Final Approved,6/1/2022,-2022.0,8/3/2022,520.89,520.89,520.89,New,Occupancy Certificate,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.52468995,78.39794735,Residential,,14.95,0.0,0.0,0.0,0.0,501002
DTCP,Reject,6/1/2022,-1900.0,-,9105.12,8239.76,9105.12,New,Occupancy Certificate,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.24011076,80.16173206,INSTITUTIONAL & EDUCATIONAL,,15.0,0.0,0.0,0.0,0.0,507002
HMDA,Final Approved,6/1/2023,-2023.0,25/1/2023,319.91,319.91,319.91,New,Occupancy Certificate,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.531914,78.390256,Residential,Residential Bldg/Apartment,14.99,0.0,889.5,0.0,10.0,500090
DTCP,Final Approved,6/1/2022,-2022.0,11/1/2022,250.73,250.73,250.73,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.399243,78.37781984,RESIDENTIAL,Residential Bldg/Apartment,12.0,14.75,796.67,65.8,2.0,500089
DTCP,Final Approved,6/1/2023,-1900.0,6/1/2023,305.83,310.2,305.83,New,Occupancy Certificate,,,Haliya,Nalgonda,Commissioner,16.7762093,79.3165415,MEDICAL,Hospital,12.0,0.0,852.73,0.0,0.0,508377
DTCP,Reject,6/1/2022,-1900.0,-,496.26,496.26,496.26,New,Building Permission,,,Ameenpur,Sangareddy,Commissioner,17.52801922,78.31414342,RESIDENTIAL,Residential Bldg/Apartment,11.99,14.94,1395.78,113.9,12.0,502032
DTCP,Final Approved,6/1/2022,-2022.0,23/6/2022,958.03,958.03,958.03,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.41925987,79.11628265,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.99,2285.63,190.97,20.0,505215
DTCP,Reject,6/1/2023,-1900.0,-,579.26,582.82,579.26,New,Building Permission,,,GWMC,Warangal(Urban),Commissioner,17.9784117,79.60350362,RESIDENTIAL,Residential Bldg/Apartment,11.95,14.7,913.49,84.5,4.0,506002
DTCP,Final Approved,7/1/2022,-2022.0,15/2/2022,418.0,418.0,418.0,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.3843909,78.33940154,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.2,1037.78,81.81,12.0,500075
HMDA,Final Approved,7/1/2022,-2022.0,26/7/2022,310.72,310.72,310.72,New,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Commissioner,17.527989,78.369758,Residential,Residential Bldg/Apartment,14.99,17.99,1025.25,128.9,10.0,500090
DTCP,Final Approved,6/1/2023,-2023.0,20/3/2023,24659.26,24659.26,24659.26,New,Layout with Open Plot,,,Vikarabad,Vikarabad,Commissioner,17.34128162,77.92990403,,,0.0,0.0,0.0,0.0,0.0,501102
HMDA,Final Approved,6/1/2023,-2023.0,10/5/2023,334.52,334.52,334.52,New,Building Permission,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Commissioner,17.391553,78.370515,Residential,Residential Bldg/Apartment,14.99,17.89,1160.55,95.97,10.0,500089
DTCP,Final Approved,6/1/2023,-2023.0,2/4/2023,741.07,741.07,741.07,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.88818277,79.44528208,RESIDENTIAL,Residential Bldg/Apartment,14.25,17.45,2357.91,194.6,4.0,504200
DTCP,Final Approved,6/1/2023,-2023.0,16/3/2023,992.75,997.1,992.75,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.88823177,79.44530365,RESIDENTIAL,Residential Bldg/Apartment,14.25,17.45,2802.86,230.28,4.0,504200
HMDA,Reject,7/1/2022,-1900.0,-,1540.77,1796.76,1540.77,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.61642371,78.38821226,Commercial,Petrol Filling Station (Without Service Bay),3.45,3.45,64.13,5.0,0.0,
DTCP,Final Approved,6/1/2023,-2023.0,8/2/2023,410.28,418.0,410.28,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.39314321,78.36887421,RESIDENTIAL,Residential Bldg/Apartment,11.96,14.96,966.23,81.64,4.0,500089
HMDA,Reject,7/1/2022,-1900.0,-,241.47,241.47,241.47,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Planning Ofcr,17.38939729,78.6014081,Residential,Residential Bldg/Apartment,11.9,15.11,707.21,57.7,8.0,500098
DTCP,In process,6/1/2023,-1900.0,-,355.87,355.87,355.87,New,Building Permission,,,Mahabubabad,Mahabubabad,Site Inspection,17.586375,80.006419,COMMERCIAL,Shop,8.94,11.92,634.94,46.79,0.0,506100
DTCP,Reject,6/1/2023,-1900.0,-,520.26,520.26,520.26,Revision,Building Permission,,,Meerpet Municipal Corporation,Rangareddy,Commissioner,17.31402775,78.53808169,RESIDENTIAL,Residential Bldg/Apartment,14.88,17.48,1552.39,136.94,10.0,500097
HMDA,Final Approved,6/1/2023,-2023.0,31/5/2023,17018.35,20055.58,17018.35,New,Layout with Open Plot,,Zone-2 Ghatkesar,Ghatkesar,Medchal-Malkajgiri,Commissioner,17.439706,78.71107,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,500088
HMDA,Final Approved,7/1/2022,-2022.0,10/11/2022,2090.32,2090.32,2090.32,New,Occupancy Certificate,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Planning Ofcr,17.39230821,78.34798885,Residential,,17.94,0.0,0.0,0.0,0.0,500075
HMDA,Final Approved,7/1/2022,-2022.0,10/11/2022,1505.03,1505.03,1505.03,New,Occupancy Certificate,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Planning Ofcr,17.392314,78.34851248,Residential,,17.94,0.0,0.0,0.0,0.0,500075
DTCP,Final Approved,6/1/2023,-2023.0,21/3/2023,300.88,300.88,300.88,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.24405779,80.16868291,RESIDENTIAL,Residential Bldg/Apartment,14.25,17.69,941.77,78.01,5.0,507002
DTCP,Shortfall,7/1/2022,-1900.0,-,5159.24,5159.24,5159.24,New,Layout with Open Plot,,,Parigi,Vikarabad,Architect,17.160033,77.88324916,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,501500
HMDA,Shortfall,6/1/2023,-1900.0,-,5601.98,5765.01,5601.98,New,Building Permission,,Zone-3 Shamshabad,Adibatla,Ranga Reddy,Architect,17.231788,78.580461,Residential,ResiComm Bldg,26.1,29.8,24732.62,1985.18,144.0,
HMDA,Reject,7/1/2022,-1900.0,-,887.74,910.44,887.74,New,Building Permission,,Zone-2 Ghatkesar,Dammaiguda,Medchal-Malkajgiri,Planning Ofcr,17.49887454,78.59021813,Residential,Residential Bldg/Apartment,15.0,18.0,2712.14,221.18,20.0,500083
HMDA,Shortfall,6/1/2023,-1900.0,-,167.17,167.17,167.17,Revision,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Architect,17.55238413,78.48343467,Residential,Residential Bldg/Apartment,11.8,14.76,562.73,0.0,8.0,500100
HMDA,DC Approved,6/1/2023,-2023.0,-,250.76,250.76,250.76,Addition/Alteration,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Architect,17.34224961,78.63619885,Residential,Residential Bldg/Apartment,11.95,14.7,807.32,19.79,8.0,501505
DTCP,Final Approved,4/6/2021,-2021.0,31/8/2021,1010.4,1010.4,1010.4,New,Building Permission,,,Yellareddy,Kamareddy,Commissioner,18.18671173,78.02361175,Commercial,Restaurant,5.15,5.15,260.09,29.4,0.0,503122
DTCP,Final Approved,6/1/2023,-2023.0,23/1/2023,700.36,792.62,700.36,New,Occupancy Certificate,,,Siddipet,Siddipet,Commissioner,18.08213087,78.86135763,RESIDENTIAL,,13.75,0.0,1781.9,0.0,0.0,502103
HMDA,Reject,12/1/2022,-1900.0,-,802.68,802.68,802.68,New,Occupancy Certificate,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Planning Ofcr,17.55151,78.469197,Residential,,14.95,0.0,0.0,0.0,0.0,500014
DTCP,Reject,6/1/2023,-1900.0,-,7002.75,7002.75,7002.75,New,Layout with Open Plot,,,Narayanapet,NARAYANAPET,Commissioner,16.748331,77.513242,,,0.0,0.0,0.0,0.0,0.0,509210
HMDA,Final Approved,6/1/2023,-2023.0,28/2/2023,1642.72,1719.62,1642.72,New,Building Permission,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Commissioner,17.38444559,78.32435159,Residential,Bungalow,13.05,13.05,1596.76,186.26,1.0,500075
DTCP,DC Approved,7/1/2022,-2023.0,-,16636.5,16644.6,16636.5,New,Building Permission,,,Adilabad,Adilabad,Architect,19.66128762,78.52699179,MEDICAL,Hospital,23.91,23.91,23636.83,2247.77,0.0,504001
DTCP,Final Approved,7/1/2023,-2023.0,25/2/2023,21217.37,21770.7,21217.37,New,Layout with Open Plot,,,Achampeta,Nagarkurnool,Commissioner,16.40579055,78.66176238,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509375
DTCP,Reject,7/1/2023,-1900.0,-,108.92,154.84,108.92,New,Building Permission,,,Husnabad,Siddipet,Commissioner,18.12889198,79.20640807,COMMERCIAL,Commerical Bldg,6.0,9.6,168.88,11.32,0.0,
HMDA,Shortfall,18/1/2022,-1900.0,-,12815.64,16252.66,12815.64,New,Layout with Open Plot,,Zone-2 Ghatkesar,Ghatkesar,Medchal-Malkajgiri,Architect,17.47186369,78.69219535,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,501301
DTCP,Shortfall,7/1/2023,-1900.0,-,995.42,995.42,995.42,New,Occupancy Certificate,,,Jagityal,Jagityal,Architect,18.79558351,78.92346431,RESIDENTIAL,,14.95,0.0,2263.4,0.0,0.0,505327
HMDA,Final Approved,7/1/2022,-2022.0,9/2/2022,1305.39,1305.39,1305.39,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Commissioner,17.5600987,78.35951114,Residential,Residential Bldg/Apartment,14.95,17.95,4234.98,406.17,25.0,502325
DTCP,Final Approved,7/1/2023,-2023.0,22/2/2023,1015.06,1024.45,1015.06,New,Occupancy Certificate,,,Nalgonda,Nalgonda,Commissioner,17.06151885,79.2714825,RESIDENTIAL,,8.74,0.0,932.64,0.0,0.0,508001
HMDA,Final Approved,13/1/2022,-2022.0,21/3/2022,339.41,339.41,339.41,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.54289345,78.39427701,Residential,,14.99,0.0,0.0,0.0,0.0,500090
DTCP,Final Approved,7/1/2022,-1900.0,22/1/2022,834.94,834.94,834.94,New,Occupancy Certificate,,,GWMC,Warangal(Urban),Commissioner,17.98420123,79.54846066,RESIDENTIAL,,14.95,0.0,0.0,0.0,0.0,506004
HMDA,Final Approved,12/1/2022,-2022.0,15/3/2022,259.8,259.8,259.8,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.52942967,78.29282507,Residential,Residential Bldg/Apartment,12.0,15.31,835.67,105.55,8.0,502032
DTCP,Reject,7/1/2022,-1900.0,-,12237.56,12549.38,12237.56,New,Layout with Open Plot,,,Badepally(Jadcherla),Mahaboobnagar,Commissioner,16.76865098,78.1528359,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509301
HMDA,Reject,7/1/2023,-1900.0,-,770.97,835.97,770.97,New,Building Permission,,Zone-4 Shankerpally,Tellapur,Sanga Reddy,Planning Ofcr,17.466738,78.257673,Commercial,Shop,14.85,17.95,3246.94,225.39,0.0,500019
DTCP,Final Approved,7/1/2023,-2023.0,14/2/2023,519.86,519.86,519.86,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.42649623,79.13056155,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.84,1477.8,130.13,10.0,505001
HMDA,Final Approved,7/1/2022,-2022.0,18/10/2022,229.06,229.06,229.06,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.34021768,78.3744642,Residential,Residential Bldg/Apartment,12.0,15.2,716.33,48.23,4.0,500086
